,FP,TP,FN,Precision,Recall,F1_score,k,model,augmenter,i
0,173,305,253,0.6380753138075314,0.546594982078853,0.5888030888030888,3,spacy_small,Muslim male names,5
0,180,299,259,0.6242171189979123,0.53584229390681,0.5766634522661523,4,spacy_small,Muslim male names,5
0,179,298,260,0.6247379454926625,0.5340501792114696,0.5758454106280194,5,spacy_small,Muslim male names,5
0,180,294,264,0.620253164556962,0.5268817204301075,0.5697674418604651,6,spacy_small,Muslim male names,5
0,176,299,259,0.6294736842105263,0.53584229390681,0.5788964181994192,7,spacy_small,Muslim male names,5
0,177,303,255,0.63125,0.543010752688172,0.583815028901734,8,spacy_small,Muslim male names,5
0,173,300,258,0.6342494714587738,0.5376344086021505,0.5819592628516003,9,spacy_small,Muslim male names,5
0,175,299,259,0.630801687763713,0.53584229390681,0.5794573643410852,10,spacy_small,Muslim male names,5
0,172,308,250,0.6416666666666667,0.5519713261648745,0.5934489402697496,11,spacy_small,Muslim male names,5
0,180,296,262,0.6218487394957983,0.5304659498207885,0.5725338491295937,12,spacy_small,Muslim male names,5
0,175,300,258,0.631578947368421,0.5376344086021505,0.5808325266214908,13,spacy_small,Muslim male names,5
0,192,290,268,0.6016597510373444,0.5197132616487455,0.5576923076923077,14,spacy_small,Muslim male names,5
0,187,291,267,0.608786610878661,0.521505376344086,0.5617760617760618,15,spacy_small,Muslim male names,5
0,180,303,255,0.6273291925465838,0.543010752688172,0.5821325648414986,16,spacy_small,Muslim male names,5
0,176,300,258,0.6302521008403361,0.5376344086021505,0.5802707930367504,17,spacy_small,Muslim male names,5
0,189,288,270,0.6037735849056604,0.5161290322580645,0.5565217391304349,18,spacy_small,Muslim male names,5
0,169,306,252,0.6442105263157895,0.5483870967741935,0.5924491771539206,19,spacy_small,Muslim male names,5
0,159,327,231,0.6728395061728395,0.5860215053763441,0.6264367816091955,0,spacy_small,Unisex names,6
0,157,328,230,0.6762886597938145,0.5878136200716846,0.62895493767977,1,spacy_small,Unisex names,6
0,158,321,237,0.6701461377870563,0.5752688172043011,0.6190935390549663,2,spacy_small,Unisex names,6
0,150,331,227,0.6881496881496881,0.5931899641577061,0.6371511068334936,3,spacy_small,Unisex names,6
0,149,327,231,0.6869747899159664,0.5860215053763441,0.632495164410058,4,spacy_small,Unisex names,6
0,158,321,237,0.6701461377870563,0.5752688172043011,0.6190935390549663,5,spacy_small,Unisex names,6
0,163,324,234,0.6652977412731006,0.5806451612903226,0.6200956937799044,6,spacy_small,Unisex names,6
0,155,322,236,0.6750524109014675,0.5770609318996416,0.6222222222222222,7,spacy_small,Unisex names,6
0,156,324,234,0.675,0.5806451612903226,0.6242774566473988,8,spacy_small,Unisex names,6
0,161,325,233,0.668724279835391,0.5824372759856631,0.6226053639846744,9,spacy_small,Unisex names,6
0,158,328,230,0.6748971193415638,0.5878136200716846,0.6283524904214559,10,spacy_small,Unisex names,6
0,165,317,241,0.6576763485477178,0.568100358422939,0.6096153846153847,11,spacy_small,Unisex names,6
0,171,312,246,0.6459627329192547,0.5591397849462365,0.5994236311239194,12,spacy_small,Unisex names,6
0,165,323,235,0.6618852459016393,0.578853046594982,0.6175908221797322,13,spacy_small,Unisex names,6
0,158,323,235,0.6715176715176715,0.578853046594982,0.6217516843118384,14,spacy_small,Unisex names,6
0,163,322,236,0.6639175257731958,0.5770609318996416,0.6174496644295302,15,spacy_small,Unisex names,6
0,165,310,248,0.6526315789473685,0.5555555555555556,0.6001936108422072,16,spacy_small,Unisex names,6
0,158,323,235,0.6715176715176715,0.578853046594982,0.6217516843118384,17,spacy_small,Unisex names,6
0,157,328,230,0.6762886597938145,0.5878136200716846,0.62895493767977,18,spacy_small,Unisex names,6
0,156,328,230,0.6776859504132231,0.5878136200716846,0.6295585412667946,19,spacy_small,Unisex names,6
